Survey_ID,Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
2022,1/2/16,3,4,10,7,2,10,1,3,2,2,3,6,2,8,10,3,2,3,1,7,21 to 35,Male,637.1
2023,1/2/16,2,3,10,9,10,10,8,5,1,8,4,10,10,6,1,2,2,9,9,7,51 or more,Male,759.9
2024,1/2/16,2,1,10,7,10,4,6,1,1,8,2,5,2,7,0,1,2,10,1,7,51 or more,Female,703.0
2025,1/2/16,1,1,7,10,10,5,2,2,1,9,1,2,2,6,10,2,2,1,1,10,36 to 50,Female,661.4
2026,1/3/16,4,4,4,8,10,10,7,5,2,5,2,6,5,6,6,0,2,10,8,5,51 or more,Female,699.6
2027,1/3/16,4,4,10,5,3,6,4,1,1,9,1,10,2,9,0,1,1,10,5,7,51 or more,Female,687.4
2028,1/3/16,0,5,2,2,0,1,0,0,1,1,1,1,0,9,0,8,1,1,0,10,21 to 35,Female,563.2
2029,1/3/16,5,4,1,3,2,1,1,2,1,7,1,10,0,8,10,0,2,5,2,10,51 or more,Female,644.7
2030,1/3/16,5,0,10,4,6,5,6,5,2,8,2,10,0,6,0,2,1,8,2,10,51 or more,Female,691.9
2031,1/3/16,5,0,10,4,6,5,6,5,2,8,2,10,0,6,0,2,1,8,2,10,51 or more,Female,691.9
2032,1/3/16,5,4,6,10,10,10,4,5,2,5,6,4,10,6,0,1,2,6,8,4,51 or more,Female,716.2
2033,1/3/16,2,1,2,7,5,5,2,2,1,8,4,4,5,8,0,3,2,10,4,5,36 to 50,Male,686.0
2034,1/3/16,4,1,4,2,5,10,2,1,1,5,5,7,3,7,3,1,2,4,1,7,21 to 35,Male,676.2
2035,1/3/16,1,5,3,2,10,2,3,5,1,7,1,4,0,5,5,10,2,10,2,1,36 to 50,Female,625.9
2036,1/4/16,2,2,2,1,1,2,2,0,2,2,0,4,2,4,0,0,1,2,0,1,21 to 35,Male,567.9
2037,1/4/16,2,2,1,1,0,2,1,0,2,2,0,6,2,5,0,1,1,2,0,2,21 to 35,Male,568.5
2038,1/4/16,1,5,10,10,6,7,4,3,2,3,1,6,1,6,0,5,2,10,1,7,36 to 50,Male,657.1
2039,1/4/16,4,2,10,5,10,10,4,1,2,7,2,6,2,8,10,0,2,7,6,7,21 to 35,Male,683.0
2040,1/4/16,2,3,1,4,1,10,3,0,1,4,1,8,5,7,5,4,2,3,2,5,36 to 50,Male,637.3
2041,1/4/16,0,5,3,1,10,10,1,1,2,3,2,3,2,5,0,4,1,10,4,7,36 to 50,Male,612.1
2042,1/4/16,4,4,3,10,4,7,2,5,2,3,1,8,10,8,7,1,2,10,1,10,36 to 50,Female,681.7
2043,1/4/16,2,1,1,3,7,10,5,5,1,5,2,6,5,8,2,4,2,6,8,3,36 to 50,Female,691.5
2044,1/5/16,2,2,10,3,10,10,2,2,2,6,3,6,0,7,0,1,2,4,6,7,21 to 35,Female,677.7
2045,1/5/16,4,3,4,5,8,5,10,5,2,4,2,10,3,6,0,0,1,8,3,10,51 or more,Female,683.4
2046,1/5/16,2,2,4,7,5,10,3,3,1,8,3,4,5,7,8,3,2,6,1,5,21 to 35,Female,670.5
2047,1/5/16,2,5,1,4,2,10,3,2,2,3,4,2,5,6,3,7,1,7,4,3,21 to 35,Male,600.2
2048,1/5/16,3,4,0,2,0,10,10,2,2,0,0,2,10,8,10,5,1,3,0,10,21 to 35,Male,600.6
2049,1/5/16,1,4,3,8,7,10,3,5,2,5,5,5,0,6,10,3,1,5,1,3,21 to 35,Male,617.8
2050,1/5/16,5,2,8,2,6,4,3,1,2,1,1,3,1,9,2,2,1,3,1,3,21 to 35,Female,612.9
2051,1/5/16,5,3,10,8,10,6,5,5,1,8,8,10,5,7,0,0,2,5,8,10,21 to 35,Female,758.4
2052,1/5/16,3,3,1,4,2,6,6,4,1,7,1,2,0,8,0,3,1,4,1,8,Less than 20,Female,639.7
2053,1/5/16,1,2,1,3,4,8,3,2,1,7,4,3,2,7,2,4,2,9,1,4,21 to 35,Male,651.6
2054,1/5/16,3,1,4,5,4,5,5,0,2,7,5,8,10,8,0,2,2,5,6,7,36 to 50,Male,685.1
2055,1/6/16,2,1,5,8,1,5,1,1,1,4,2,2,2,6,10,0,2,2,2,6,21 to 35,Male,630.8
2056,1/6/16,3,3,3,5,8,10,8,3,2,8,7,1,10,7,0,3,2,10,6,3,36 to 50,Female,697.1
2057,1/6/16,3,1,6,10,10,10,4,5,1,10,3,2,10,7,8,3,2,10,2,1,36 to 50,Male,712.6
2058,1/6/16,5,1,5,5,3,10,2,1,2,5,1,9,10,7,0,1,2,10,0,10,21 to 35,Female,693.6
2059,1/6/16,1,1,10,10,10,4,5,4,1,5,1,5,5,6,10,1,1,8,1,1,21 to 35,Male,662.0
2060,1/6/16,4,4,3,3,0,10,2,3,1,8,2,4,3,6,9,1,1,4,4,2,21 to 35,Male,626.1
2061,1/6/16,1,1,4,1,2,9,0,1,1,0,0,10,0,6,10,0,2,8,0,6,21 to 35,Male,629.0
2062,1/6/16,4,4,2,10,10,3,1,5,2,8,1,4,5,6,0,7,2,6,0,4,21 to 35,Female,653.3
2063,1/6/16,2,3,8,3,5,3,2,0,2,5,1,8,1,7,0,8,1,3,0,10,21 to 35,Male,608.4
2064,1/6/16,2,4,9,4,0,7,0,0,1,8,1,7,3,5,4,10,2,10,0,7,Less than 20,Female,636.7
2065,1/6/16,0,4,2,4,7,10,0,2,2,8,3,10,10,4,0,6,2,10,0,7,Less than 20,Male,657.5
2066,1/6/16,5,5,1,7,7,10,6,2,1,7,8,8,5,7,5,6,2,10,7,5,36 to 50,Female,701.9
2067,1/7/16,5,5,8,8,10,10,5,2,2,8,6,6,2,7,2,3,1,10,10,5,36 to 50,Male,689.6
2068,1/7/16,5,5,8,8,10,10,5,2,2,8,6,6,2,7,2,3,1,10,10,5,36 to 50,Male,689.6
2069,1/7/16,1,4,5,4,4,4,3,3,2,2,3,2,2,8,5,4,1,10,1,4,36 to 50,Male,602.3
2070,1/7/16,3,1,4,10,5,10,7,4,2,9,1,4,1,7,0,1,2,10,2,7,51 or more,Male,696.0
2071,1/7/16,1,2,2,7,0,10,5,1,1,1,3,8,1,6,0,2,2,5,0,4,21 to 35,Male,649.0
2072,1/7/16,4,2,10,10,4,10,4,5,1,8,8,10,5,7,0,0,2,8,4,10,21 to 35,Male,755.0
2073,1/7/16,5,1,10,8,10,5,3,5,1,10,4,10,0,8,0,2,2,8,4,10,51 or more,Female,745.0
2074,1/8/16,4,4,3,3,3,10,2,1,2,3,2,4,3,6,1,4,1,3,1,2,21 to 35,Female,600.6
2075,1/8/16,5,0,10,0,10,10,10,5,2,10,3,1,0,7,0,0,2,10,2,10,51 or more,Male,720.9
2076,1/8/16,1,0,5,10,10,10,10,5,1,9,6,5,10,5,10,0,2,10,10,5,36 to 50,Male,745.1
2077,1/8/16,2,0,6,10,10,10,10,5,1,10,7,5,10,5,10,0,2,10,10,5,36 to 50,Male,753.6
2078,1/8/16,4,3,10,10,10,10,5,5,1,6,2,9,1,8,0,1,1,8,4,10,36 to 50,Female,724.4
2079,1/8/16,5,5,2,5,4,0,1,2,2,4,2,6,0,6,0,1,2,5,0,10,51 or more,Male,628.2
2080,1/9/16,3,1,10,10,10,8,4,3,1,8,2,5,2,8,2,3,2,6,2,10,36 to 50,Female,716.8
2081,1/9/16,2,2,4,5,1,6,0,0,2,4,1,3,0,8,0,2,2,5,3,2,36 to 50,Female,614.4
2082,1/9/16,5,5,4,6,2,3,2,5,2,4,2,10,1,6,0,7,1,3,0,7,36 to 50,Female,620.5
2083,1/9/16,5,5,4,6,2,3,2,5,2,4,2,10,1,6,0,7,1,3,0,7,36 to 50,Female,620.5
2084,1/9/16,3,1,5,5,3,1,0,3,2,4,2,1,0,8,0,3,2,10,2,7,21 to 35,Female,639.5
2085,1/10/16,1,2,5,5,4,6,3,1,2,3,7,2,1,5,0,0,2,0,2,8,51 or more,Female,632.3
2086,1/10/16,4,3,4,4,10,10,7,5,2,9,9,5,10,8,5,0,2,10,10,10,51 or more,Male,738.9
2087,1/10/16,4,3,4,4,10,10,7,5,2,9,9,5,10,8,5,0,2,10,10,10,51 or more,Male,738.9
2088,1/10/16,5,3,1,3,3,10,0,1,1,7,3,2,1,6,5,3,2,7,0,4,36 to 50,Female,639.3
2089,1/10/16,3,0,8,6,10,5,10,4,1,7,2,10,5,10,0,0,2,7,4,10,51 or more,Male,748.8
2090,1/10/16,3,0,4,10,10,10,3,5,1,4,3,8,2,7,0,1,2,4,3,10,36 to 50,Female,722.3
2091,1/10/16,1,1,10,5,4,5,5,2,1,7,4,5,1,6,8,0,2,5,1,6,21 to 35,Male,665.4
2092,1/10/16,2,2,2,4,4,2,0,4,2,7,1,2,1,5,0,3,2,8,0,8,51 or more,Female,628.9
2093,1/10/16,4,1,6,6,10,3,8,5,2,8,2,8,1,7,2,0,2,10,4,10,36 to 50,Female,712.1
2094,1/10/16,5,2,10,3,1,4,10,2,1,8,1,3,4,8,1,1,2,5,3,7,21 to 35,Male,690.9
2095,1/10/16,3,5,1,5,8,10,7,4,2,7,7,2,9,6,10,8,2,3,5,0,36 to 50,Female,641.0
2096,1/10/16,4,3,10,9,5,10,3,3,1,6,1,6,1,7,0,1,2,9,9,10,51 or more,Female,721.9
2097,1/10/16,4,1,5,2,2,3,2,2,1,7,1,6,0,8,0,4,2,0,1,2,36 to 50,Female,640.5
2098,1/11/16,3,4,2,2,1,10,1,2,1,5,3,3,2,8,2,3,2,4,5,3,36 to 50,Female,641.6
2099,1/11/16,3,3,2,10,5,10,9,4,2,8,3,7,1,6,0,1,1,10,1,7,36 to 50,Female,676.0
2100,1/11/16,5,2,4,10,10,4,10,5,1,7,4,6,2,8,0,0,1,10,5,6,51 or more,Female,720.4
2101,1/11/16,5,4,5,4,2,6,1,1,1,5,1,5,0,6,0,10,1,2,0,10,21 to 35,Female,616.1
2102,1/11/16,4,2,8,5,4,5,3,3,1,5,6,6,1,5,0,3,2,4,3,6,51 or more,Female,679.0
2103,1/11/16,4,2,10,7,7,9,3,3,1,5,2,7,1,7,0,0,2,7,3,10,51 or more,Female,713.6
2104,1/11/16,1,0,5,4,1,10,1,3,2,7,3,7,4,7,0,1,1,5,1,5,21 to 35,Male,643.9
2105,1/11/16,1,1,5,10,2,5,7,2,1,8,2,5,0,7,0,2,2,5,2,8,21 to 35,Male,679.2
2106,1/12/16,0,3,1,2,9,10,0,0,1,0,3,2,0,9,10,3,2,3,1,1,36 to 50,Male,600.8
2107,1/12/16,2,2,2,1,0,1,0,0,1,1,0,1,0,9,0,4,1,1,1,10,21 to 35,Female,585.3
2108,1/12/16,1,3,4,5,7,10,4,4,2,5,7,4,5,5,0,5,2,4,7,7,21 to 35,Male,670.1
2109,1/12/16,3,2,6,2,7,8,4,3,1,8,10,6,3,8,0,2,2,8,1,4,36 to 50,Female,701.7
2110,1/12/16,3,5,8,7,10,4,2,1,1,7,1,5,4,8,0,2,2,10,2,2,21 to 35,Female,676.0
2111,1/12/16,3,2,8,10,10,10,9,5,2,7,6,8,10,8,0,1,2,10,2,5,36 to 50,Male,741.2
2112,1/13/16,5,0,4,5,2,5,2,5,1,6,5,10,1,7,0,2,2,4,6,10,36 to 50,Female,709.1
2113,1/13/16,2,3,5,4,10,10,3,5,2,8,3,8,5,8,0,1,1,10,1,5,21 to 35,Female,678.3
2114,1/13/16,2,3,10,6,10,4,4,3,1,9,3,5,5,6,0,1,2,10,3,10,36 to 50,Female,713.0
2115,1/13/16,1,2,4,2,3,3,6,1,1,3,6,3,1,6,3,2,2,7,4,5,51 or more,Male,644.6
2116,1/13/16,1,5,3,3,2,10,5,1,1,8,1,3,8,6,6,6,1,5,3,4,Less than 20,Female,619.1
2117,1/13/16,5,5,2,9,10,10,6,5,1,5,1,10,0,6,5,1,2,6,5,10,36 to 50,Female,707.2
2118,1/14/16,2,3,2,5,5,10,0,2,1,8,0,1,3,8,0,5,2,2,0,1,36 to 50,Female,634.4
2119,1/14/16,1,2,4,5,10,10,2,3,2,8,1,5,4,8,0,1,2,10,2,5,36 to 50,Male,677.7
2120,1/14/16,4,5,8,5,4,8,3,5,2,5,3,5,2,8,10,5,2,8,7,7,51 or more,Female,659.0
2121,1/14/16,3,3,8,4,10,10,7,2,2,8,3,5,3,8,0,2,2,3,5,10,21 to 35,Female,693.0
2122,1/14/16,3,3,8,4,10,10,7,2,2,8,3,5,3,8,0,2,2,3,5,10,21 to 35,Female,693.0
2123,1/14/16,2,3,1,2,2,10,1,2,2,1,1,1,0,7,0,1,1,10,2,7,36 to 50,Female,607.0
2124,1/14/16,5,2,4,8,4,10,3,5,1,8,4,3,10,7,0,3,2,6,1,6,36 to 50,Female,711.1
2125,1/14/16,5,4,3,5,4,10,4,3,2,5,5,4,1,8,4,7,2,3,6,5,21 to 35,Female,648.6
2126,1/15/16,4,4,1,4,2,1,2,3,1,2,0,5,0,7,0,5,2,3,0,5,36 to 50,Female,619.7
2127,1/15/16,2,4,2,10,6,10,2,0,1,5,3,8,2,8,0,10,1,3,4,6,Less than 20,Female,640.9
2128,1/15/16,3,1,10,5,2,3,2,1,1,3,0,1,0,8,0,1,2,4,2,5,21 to 35,Male,648.0
2129,1/15/16,3,4,6,8,3,10,4,2,1,8,9,3,5,8,10,3,1,7,7,10,36 to 50,Female,677.3
2130,1/15/16,4,2,5,7,10,10,3,1,2,3,1,6,3,8,0,4,2,8,8,7,36 to 50,Male,684.7
2131,1/15/16,1,3,1,8,4,8,1,1,2,8,1,4,1,7,7,5,2,2,0,7,36 to 50,Female,611.0
2132,1/15/16,0,3,0,1,1,2,2,1,2,6,0,2,0,8,0,10,2,1,0,8,51 or more,Female,575.1
2133,1/15/16,0,3,0,1,1,2,2,1,2,6,0,2,0,8,0,10,2,1,0,8,51 or more,Female,575.1
2134,1/15/16,0,3,0,1,1,2,2,1,2,6,0,2,0,8,0,10,2,1,0,8,51 or more,Female,575.1
2135,1/15/16,0,3,0,1,1,2,2,1,2,6,0,2,0,8,0,10,2,1,0,8,51 or more,Female,575.1
2136,1/15/16,4,2,6,7,6,8,3,5,1,7,3,8,3,7,3,1,2,10,2,7,21 to 35,Female,712.1
2137,1/15/16,2,5,2,4,10,10,5,2,2,8,2,4,5,7,0,10,1,4,2,7,51 or more,Female,628.0
2138,1/15/16,5,4,10,10,10,7,5,5,2,4,3,6,4,7,0,4,2,6,4,8,51 or more,Female,703.2
2139,1/15/16,2,3,10,6,3,10,4,2,1,1,0,1,0,7,9,3,2,3,1,3,21 to 35,Female,629.1
2140,1/15/16,5,4,10,10,10,8,5,5,2,3,3,6,3,7,0,5,2,5,2,10,51 or more,Female,698.1
2141,1/16/16,4,1,5,2,7,2,2,5,2,7,4,4,1,7,0,1,1,8,6,7,51 or more,Female,660.3
2142,1/16/16,1,3,0,4,1,4,4,1,2,3,5,1,4,8,10,1,1,7,4,4,36 to 50,Female,590.2
2143,1/16/16,2,2,10,1,2,1,10,1,1,4,1,1,2,9,0,10,2,10,4,10,21 to 35,Female,660.1
2144,1/16/16,2,1,1,6,2,10,2,2,2,7,2,8,10,6,1,1,2,3,2,5,36 to 50,Female,662.6
2145,1/16/16,1,0,3,4,4,10,2,5,2,5,1,1,1,4,3,5,2,6,0,10,51 or more,Female,638.7
2146,1/17/16,1,1,2,9,6,9,4,0,1,8,4,5,10,6,10,2,2,5,1,3,21 to 35,Female,665.4
2147,1/17/16,2,1,10,10,5,5,4,5,1,7,1,7,7,8,10,0,2,10,5,10,21 to 35,Female,718.9
2148,1/17/16,1,3,6,6,8,2,4,3,2,8,6,4,0,5,0,1,2,4,10,6,51 or more,Female,665.0
2149,1/17/16,5,4,10,6,5,3,5,5,2,4,2,5,0,7,10,7,2,10,5,10,51 or more,Male,660.5
2150,1/17/16,5,3,10,10,10,10,7,5,1,6,3,8,5,8,0,1,2,10,9,10,36 to 50,Male,766.7
2151,1/17/16,3,1,5,9,7,10,4,5,1,7,3,7,1,6,3,1,2,8,3,10,51 or more,Male,716.8
2152,1/17/16,2,4,1,5,7,2,1,5,1,8,0,1,1,7,0,10,2,10,0,4,36 to 50,Female,635.9
2153,1/17/16,1,3,4,6,4,1,3,0,1,4,2,6,0,6,7,2,2,2,0,5,21 to 35,Male,614.6
2154,1/17/16,5,3,4,10,5,10,1,4,2,0,2,3,2,4,0,0,2,7,2,10,21 to 35,Male,668.0
2155,1/17/16,5,5,3,3,4,10,3,3,1,5,1,4,0,6,0,0,2,5,1,7,36 to 50,Female,661.8
2156,1/17/16,1,1,1,4,1,6,5,1,2,6,3,2,5,7,1,1,2,4,7,10,21 to 35,Male,649.7
2157,1/17/16,1,2,3,3,2,2,3,1,1,7,2,7,2,6,1,2,2,5,5,3,21 to 35,Female,643.7
2158,1/18/16,2,4,6,4,2,4,6,0,2,8,5,4,2,6,0,2,2,8,8,7,21 to 35,Female,655.0
2159,1/18/16,1,1,2,10,2,9,8,1,2,10,7,3,2,7,0,1,2,4,6,7,21 to 35,Male,678.8
2160,1/18/16,2,5,2,10,10,10,1,5,2,2,0,1,5,6,2,10,2,5,0,2,21 to 35,Female,623.8
2161,1/18/16,3,0,2,5,0,6,1,0,2,1,0,5,0,10,10,0,1,1,0,1,Less than 20,Female,577.8
2162,1/18/16,2,2,1,8,8,2,2,5,2,6,1,3,3,7,0,1,2,6,0,10,51 or more,Female,658.4
2163,1/18/16,4,2,4,10,10,10,8,5,1,9,2,9,5,8,0,0,1,10,5,10,Less than 20,Female,741.4
2164,1/18/16,2,4,5,5,7,3,3,2,1,9,1,3,0,8,5,1,2,2,0,10,21 to 35,Female,648.4
2165,1/18/16,2,3,6,5,3,10,4,1,2,8,8,9,3,8,3,1,1,4,2,2,21 to 35,Female,646.2
2166,1/18/16,3,3,8,5,3,5,3,2,1,7,1,5,4,8,0,5,2,4,3,10,36 to 50,Female,674.3
2167,1/18/16,3,3,7,5,3,5,3,2,1,7,1,5,4,8,0,5,2,4,3,10,36 to 50,Female,672.6
2168,1/19/16,4,4,1,5,0,10,2,1,1,2,0,6,0,10,3,4,2,1,1,1,21 to 35,Male,622.2
2169,1/19/16,4,3,6,10,3,6,4,3,2,5,1,4,4,9,0,8,1,10,2,10,36 to 50,Female,655.6
2170,1/19/16,2,0,6,5,8,8,4,5,1,8,3,10,2,9,0,1,2,7,2,5,36 to 50,Male,718.0
2171,1/19/16,2,3,5,5,5,10,4,5,2,8,1,10,2,8,0,1,1,5,1,4,21 to 35,Female,658.3
2172,1/19/16,2,3,1,6,0,2,1,1,1,6,0,7,6,7,2,3,1,2,1,9,21 to 35,Male,620.1
2173,1/19/16,3,5,2,4,8,10,2,3,1,3,1,2,0,6,10,3,2,5,1,1,36 to 50,Female,620.6
2174,1/19/16,4,4,8,0,4,6,4,2,1,7,1,6,3,7,3,4,2,4,0,10,Less than 20,Male,660.7
2175,1/19/16,4,2,8,8,7,3,2,2,2,2,2,4,2,8,2,7,2,2,2,8,51 or more,Female,643.5
2176,1/19/16,1,1,3,5,4,5,6,4,2,7,2,6,3,7,1,2,2,7,2,2,36 to 50,Male,655.6
2177,1/19/16,1,1,3,5,4,5,6,4,2,7,2,6,3,7,1,2,2,7,2,2,36 to 50,Male,655.6
2178,1/19/16,2,5,3,3,10,10,1,1,2,7,1,6,5,6,10,4,1,5,0,2,36 to 50,Female,599.3
2179,1/20/16,3,4,4,7,5,10,3,1,1,5,1,3,5,9,10,8,1,3,2,10,Less than 20,Female,629.9
2180,1/20/16,3,4,10,6,5,3,3,2,1,6,3,6,5,7,0,3,2,5,1,3,36 to 50,Female,669.2
2181,1/20/16,3,4,1,3,3,10,6,4,1,1,2,7,1,7,0,5,2,6,2,5,Less than 20,Female,657.5
2182,1/20/16,3,2,3,8,5,10,5,3,2,7,6,2,2,7,0,0,2,3,2,5,51 or more,Female,670.1
2183,1/20/16,3,2,2,1,2,3,3,2,1,3,1,1,2,7,1,0,2,2,4,0,Less than 20,Male,624.0
2184,1/20/16,5,1,5,6,6,3,5,4,1,4,10,4,10,8,0,1,1,10,10,10,21 to 35,Male,726.8
2185,1/20/16,1,4,3,3,5,10,5,5,1,9,2,7,10,7,0,1,2,8,0,10,36 to 50,Male,703.4
2186,1/20/16,2,3,1,1,1,4,2,0,2,4,0,2,0,6,3,2,1,0,1,5,36 to 50,Male,562.8
2187,1/21/16,5,1,6,6,10,6,2,5,1,8,5,7,5,9,0,3,2,4,7,7,51 or more,Female,729.3
2188,1/21/16,1,2,2,5,3,5,3,0,1,8,2,5,5,10,3,4,1,5,4,5,21 to 35,Male,637.3
2189,1/21/16,1,2,1,4,0,2,1,1,1,1,0,1,1,5,3,10,1,0,0,0,21 to 35,Male,550.5
2190,1/21/16,1,4,4,4,8,6,6,3,1,4,3,5,5,7,5,4,1,5,4,5,21 to 35,Female,643.5
2191,1/21/16,2,1,5,8,1,5,1,1,1,4,2,2,2,6,10,0,2,2,2,6,21 to 35,Male,630.8
2192,1/21/16,4,5,8,10,10,9,4,5,1,6,3,10,3,10,0,9,2,4,4,5,36 to 50,Female,709.7
2193,1/21/16,4,3,3,2,5,4,2,0,2,3,2,4,2,7,0,2,2,4,4,5,21 to 35,Male,626.3
2194,1/21/16,5,2,5,2,3,5,2,5,1,7,2,5,2,7,0,1,2,5,0,10,Less than 20,Female,682.6
2195,1/21/16,5,3,5,6,10,10,7,2,2,6,2,10,10,7,2,10,1,3,3,5,36 to 50,Female,666.6
2196,1/22/16,5,5,10,10,4,2,2,0,1,10,3,5,2,8,0,1,1,4,0,1,21 to 35,Female,648.8
2197,1/22/16,3,3,10,10,10,7,8,5,2,6,2,4,5,9,0,2,1,10,1,7,36 to 50,Female,694.7
2198,1/22/16,1,2,10,1,2,6,4,0,1,5,5,3,0,7,0,1,2,3,3,6,21 to 35,Male,651.6
2199,1/22/16,0,5,0,0,0,10,0,1,2,8,10,2,0,5,10,4,1,5,1,10,36 to 50,Male,577.9
2200,1/22/16,4,3,10,5,4,3,3,4,1,7,2,5,2,6,0,2,1,1,1,0,21 to 35,Male,643.3
2201,1/22/16,2,3,5,3,3,4,3,5,1,7,2,8,0,8,0,2,2,4,1,10,21 to 35,Female,673.2
2202,1/23/16,1,3,1,1,10,10,1,0,2,3,0,2,10,6,0,10,2,1,0,0,36 to 50,Female,598.5
2203,1/23/16,5,4,7,10,10,5,2,5,1,4,1,1,0,9,0,3,2,3,1,1,21 to 35,Female,670.3
2204,1/23/16,2,4,3,4,10,10,6,3,2,7,2,9,3,7,0,2,2,10,3,8,51 or more,Male,686.8
2205,1/23/16,1,4,1,4,3,5,0,0,1,6,0,5,0,7,0,3,2,1,0,10,Less than 20,Male,619.7
2206,1/23/16,4,3,9,10,6,10,9,2,1,5,5,4,0,6,7,7,1,10,5,4,36 to 50,Female,673.7
2207,1/23/16,2,1,2,4,2,5,2,5,2,7,2,6,10,6,0,1,1,5,2,4,36 to 50,Male,645.2
2208,1/23/16,1,4,5,5,10,3,4,3,2,4,2,6,3,7,0,2,2,6,1,3,21 to 35,Female,643.7
2209,1/23/16,3,4,10,7,8,8,10,5,2,7,1,3,3,6,0,1,2,10,1,5,51 or more,Female,692.2
2210,1/23/16,2,2,5,1,2,10,2,5,2,10,0,5,5,6,0,1,2,2,0,7,36 to 50,Female,655.2
2211,1/24/16,1,3,1,2,1,10,2,0,1,5,2,3,2,5,0,4,1,3,3,5,21 to 35,Female,607.0
2212,1/24/16,3,2,8,5,5,6,2,5,1,7,3,9,5,6,8,2,2,10,8,6,51 or more,Male,703.6
2213,1/24/16,3,2,8,5,5,6,2,5,1,7,3,9,5,6,8,2,2,10,8,6,51 or more,Male,703.6
2214,1/24/16,5,3,6,6,4,8,1,5,2,8,1,10,3,7,5,2,2,5,0,9,36 to 50,Female,675.1
2215,1/24/16,2,1,5,6,4,10,1,1,1,0,2,7,0,8,0,5,2,2,3,0,Less than 20,Male,644.1
2216,1/24/16,4,3,10,4,10,10,3,5,1,4,1,10,4,10,10,5,1,10,4,10,Less than 20,Female,696.1
2217,1/24/16,1,3,3,2,2,1,2,1,2,0,2,10,2,10,0,6,1,6,0,6,21 to 35,Female,595.8
2218,1/24/16,3,1,10,10,10,8,6,5,1,7,2,8,3,8,0,5,2,10,0,10,36 to 50,Female,736.1
2219,1/24/16,0,3,2,4,1,7,1,2,2,7,4,4,0,6,5,1,1,1,5,2,21 to 35,Male,590.4
2220,1/24/16,5,4,10,5,10,10,2,5,2,8,4,7,3,8,5,5,2,4,10,2,21 to 35,Female,691.7
2221,1/24/16,5,4,1,5,5,2,2,1,1,9,2,8,1,8,10,2,2,8,2,9,51 or more,Female,656.2
2222,1/24/16,1,4,2,5,10,10,3,2,1,5,1,7,0,7,3,5,2,4,1,5,21 to 35,Female,649.0
2223,1/24/16,1,3,5,8,4,10,2,0,2,8,2,4,4,8,0,1,2,10,3,7,21 to 35,Male,665.6
2224,1/24/16,5,3,10,4,5,7,2,5,1,8,6,10,7,8,0,3,1,10,4,10,51 or more,Female,721.2
2225,1/24/16,0,3,2,2,1,5,0,2,1,7,3,7,1,7,0,0,1,3,1,1,21 to 35,Male,611.6
2226,1/24/16,3,2,7,8,4,4,2,5,2,2,5,4,3,6,0,1,2,3,0,7,51 or more,Female,658.4
2227,1/24/16,3,4,2,2,0,4,3,1,1,5,2,10,1,7,0,10,2,3,2,10,Less than 20,Female,634.3
2228,1/24/16,3,4,2,1,0,2,0,0,1,4,1,10,0,7,5,7,2,3,2,10,Less than 20,Female,612.2
2229,1/24/16,3,2,4,8,6,6,6,5,2,2,5,4,0,7,0,2,2,3,3,5,51 or more,Female,663.7
2230,1/24/16,4,4,8,3,4,3,4,4,1,5,2,3,5,5,3,2,1,3,4,2,Less than 20,Female,637.6
2231,1/25/16,4,2,6,10,8,10,1,2,2,9,10,5,5,8,2,1,2,10,7,3,21 to 35,Female,711.7
2232,1/25/16,2,4,0,0,0,5,0,0,1,0,0,5,0,8,0,3,2,2,3,4,51 or more,Male,597.8
2233,1/25/16,2,3,2,5,0,3,0,0,1,3,1,1,1,7,2,1,1,3,1,2,Less than 20,Male,586.6
2234,1/25/16,3,3,6,3,4,4,3,1,1,5,2,8,3,8,0,1,2,2,4,10,21 to 35,Male,671.5
2235,1/25/16,3,2,8,10,10,10,6,2,1,6,4,8,1,7,0,2,2,4,4,2,36 to 50,Female,707.0
2236,1/25/16,2,3,2,2,10,4,4,5,1,2,1,3,0,8,0,2,2,10,1,1,36 to 50,Male,655.2
2237,1/25/16,4,5,3,8,10,6,6,5,1,6,4,8,1,6,0,1,2,10,4,2,21 to 35,Female,701.7
2238,1/25/16,4,0,3,4,4,5,2,4,1,9,1,5,1,8,0,4,2,3,3,10,21 to 35,Male,682.8
2239,1/25/16,1,3,2,0,0,4,1,0,2,4,1,1,0,10,0,5,1,2,0,10,21 to 35,Male,573.6
2240,1/25/16,2,3,2,2,0,4,2,0,1,5,0,1,5,7,7,8,1,1,5,1,21 to 35,Female,576.4
2241,1/25/16,2,3,2,2,0,4,2,0,1,5,0,1,5,7,7,8,1,1,5,1,21 to 35,Female,576.4
2242,1/25/16,2,5,0,3,10,3,3,5,1,3,6,2,10,8,8,2,2,4,5,3,51 or more,Female,655.0
2243,1/25/16,1,3,3,2,3,10,3,0,2,3,3,3,3,6,0,5,1,4,1,5,36 to 50,Female,597.0
